book,chapter,verse,stem,severity,categories,note,goi_vi,vie1934,wlc
PSA,22,24,019_PSA_022_024,green,clean,green:clean: No lint findings.,"Vì Đức Giê-hô-va không khinh bỉ và không gớm ghét sự khốn khổ của người nghèo, cũng không che mặt Ngài khỏi người ấy, mà đã nghe lời người kêu cứu cùng Ngài.","Vì Ngài không khinh bỉ, chẳng gớm ghiếc sự hoạn nạn của kẻ khốn khổ, Cũng không giấu mặt Ngài cùng người; Nhưng khi người kêu cầu cùng Ngài, thì bèn nhậm lời.",כִּ֤י לֹֽא בָזָ֨ה וְלֹ֪א שִׁקַּ֡ץ עֱנ֬וּת עָנִ֗י וְלֹא הִסְתִּ֣יר פָּנָ֣יו מִמֶּ֑נּוּ וּֽבְשַׁוְּע֖וֹ אֵלָ֣יו שָׁמֵֽעַ
PSA,22,25,019_PSA_022_025,green,clean,green:clean: No lint findings.,Sự ngợi khen của tôi đến từ Ngài trong hội lớn; tôi sẽ trả các lời hứa nguyện trước mặt những kẻ kính sợ Ngài.,Sự ngợi khen của tôi tại giữa hội lớn do Chúa mà ra; Tôi sẽ trả xong sự hứa nguyện tôi trước mặt những kẻ kính sợ Chúa.,מֵ֥אִתְּךָ֗ תְֽהִלָּ֫תִ֥י בְּקָהָ֥ל רָ֑ב נְדָרַ֥י אֲ֝שַׁלֵּ֗ם נֶ֣גֶד יְרֵאָֽיו
PSA,22,26,019_PSA_022_026,green,clean,green:clean: No lint findings.,Kẻ khiêm nhường sẽ ăn và được no; những người tìm Đức Giê-hô-va sẽ ngợi khen Ngài; nguyện lòng các ngươi được sống đời đời.,Kẻ hiền từ sẽ ăn và được no nê; Những người tìm Đức Giê-hô-va sẽ ngợi khen Ngài; Nguyện lòng các ngươi được sống đời đời.,יֹאכְל֬וּ עֲנָוִ֨ים וְיִשְׂבָּ֗עוּ יְהַֽלְל֣וּ יְ֭הוָה דֹּ֣רְשָׁ֑יו יְחִ֖י לְבַבְכֶ֣ם לָעַֽד
PSA,22,27,019_PSA_022_027,green,clean,green:clean: No lint findings.,Bốn phương đất sẽ nhớ lại và trở về cùng Đức Giê-hô-va; mọi gia tộc các nước sẽ thờ lạy trước mặt Ngài.,Bốn phương thế gian sẽ nhớ và trở lại cùng Đức Giê-hô-va; Các họ hàng muôn dân sẽ thờ lạy trước mặt Ngài.,יִזְכְּר֤וּ וְיָשֻׁ֣בוּ אֶל יְ֭הוָה כָּל אַפְסֵי אָ֑רֶץ וְיִֽשְׁתַּחֲו֥וּ לְ֝פָנֶ֗יךָ כָּֽל מִשְׁפְּח֥וֹת גּוֹיִֽם
PSA,22,28,019_PSA_022_028,green,clean,green:clean: No lint findings.,"Vì nước thuộc về Đức Giê-hô-va, và Ngài cai trị các nước.","Vì nước thuộc về Đức Giê-hô-va, Ngài cai trị trên muôn dân.",כִּ֣י לַ֭יהוָה הַמְּלוּכָ֑ה וּ֝מֹשֵׁ֗ל בַּגּוֹיִֽם
PSA,22,29,019_PSA_022_029,green,clean,green:clean: No lint findings.,"Hết thảy những người sung túc trên đất sẽ ăn và thờ lạy; trước mặt Ngài, mọi kẻ xuống bụi đất sẽ quỳ gối, cả người không thể giữ linh hồn mình sống.","Hết thảy người giàu có thế gian cũng sẽ ăn và thờ lạy; Mọi kẻ trở lại bụi đất, và những kẻ không thế bảo tồn mạng sống mình, Sẽ quì xuống trước mặt Ngài.",אָכְל֬וּ וַיִּֽשְׁתַּחֲוּ֨וּ כָּֽל דִּשְׁנֵי אֶ֗רֶץ לְפָנָ֣יו יִ֭כְרְעוּ כָּל יוֹרְדֵ֣י עָפָ֑ר וְ֝נַפְשׁ֗וֹ לֹ֣א חִיָּֽה
PSA,22,30,019_PSA_022_030,green,clean,green:clean: No lint findings.,Một dòng dõi sẽ phục sự Ngài; người ta sẽ thuật về Chúa cho dòng dõi này.,Một dòng dõi sẽ hầu việc Ngài; Người ta sẽ kể dòng dõi ấy là dòng dõi của Chúa.,זֶ֥רַע יַֽעַבְדֶ֑נּוּ יְסֻפַּ֖ר לַֽאדֹנָ֣י לַדּֽוֹר
PSA,22,31,019_PSA_022_031,green,clean,green:clean: No lint findings.,"Dòng dõi ấy sẽ đến rao truyền sự công bình của Ngài, thuật cho dân tộc được sinh ra rằng Đức Giê-hô-va đã làm việc ấy.","Dòng dõi ấy sẽ đến rao truyền sự công bình của Ngài, Thuật cho dân tộc sẽ sanh ra rằng Đức Giê-hô-va đã làm việc ấy.",יָ֭בֹאוּ וְיַגִּ֣ידוּ צִדְקָת֑וֹ לְעַ֥ם נ֝וֹלָ֗ד כִּ֣י עָשָֽׂה
PSA,23,1,019_PSA_023_001,green,clean,green:clean: No lint findings.,"Đức Giê-hô-va là Mục Tử tôi, tôi chẳng thiếu thốn chi.",Đức Giê-hô-va là Đấng chăn giữ tôi: tôi sẽ chẳng thiếu thốn gì.,מִזְמ֥וֹר לְדָוִ֑ד יְהוָ֥ה רֹ֝עִ֗י לֹ֣א אֶחְסָֽר
PSA,23,2,019_PSA_023_002,green,clean,green:clean: No lint findings.,"Ngài cho tôi nằm nghỉ nơi đồng cỏ xanh tươi, dẫn tôi dọc theo những dòng nước êm dịu.","Ngài khiến tôi an nghỉ nơi đồng cỏ xanh tươi, Dẫn tôi đến mé nước bình tịnh.",בִּנְא֣וֹת דֶּ֭שֶׁא יַרְבִּיצֵ֑נִי עַל מֵ֖י מְנֻח֣וֹת יְנַהֲלֵֽנִי
PSA,23,3,019_PSA_023_003,green,clean,green:clean: No lint findings.,"Ngài khiến linh hồn tôi được hồi phục, dẫn tôi trên các lối công bình vì cớ danh Ngài.","Ngài bổ lại linh hồn tôi, Dẫn tôi vào các lối công bình, vì cớ danh Ngài.",נַפְשִׁ֥י יְשׁוֹבֵ֑ב יַֽנְחֵ֥נִי בְמַעְגְּלֵי צֶ֝֗דֶק לְמַ֣עַן שְׁמֽוֹ
PSA,23,4,019_PSA_023_004,green,clean,green:clean: No lint findings.,"Dẫu khi tôi đi trong trũng bóng tối của cái chết, tôi chẳng sợ điều ác nào, vì Chúa ở cùng tôi; cây trượng và cây gậy của Chúa an ủi tôi.","Dầu khi tôi đi trong trũng bóng chết, Tôi sẽ chẳng sợ tai họa nào; vì Chúa ở cùng tôi; Cây trượng và cây gậy của Chúa an ủi tôi.",גַּ֤ם כִּֽי אֵלֵ֨ךְ בְּגֵ֪יא צַלְמָ֡וֶת לֹא אִ֘ירָ֤א רָ֗ע כִּי אַתָּ֥ה עִמָּדִ֑י שִׁבְטְךָ֥ וּ֝מִשְׁעַנְתֶּ֗ךָ הֵ֣מָּה יְנַֽחֲמֻֽנִי
PSA,23,5,019_PSA_023_005,green,clean,green:clean: No lint findings.,"Chúa dọn bàn cho tôi trước mặt kẻ thù; Chúa xức dầu đầu tôi, chén tôi đầy tràn.","Chúa dọn bàn cho tôi Trước mặt kẻ thù nghịch tôi; Chúa xức dầu cho đầu tôi, Chén tôi đầy tràn.",תַּעֲרֹ֬ךְ לְפָנַ֨י שֻׁלְחָ֗ן נֶ֥גֶד צֹרְרָ֑י דִּשַּׁ֖נְתָּ בַשֶּׁ֥מֶן רֹ֝אשִׁ֗י כּוֹסִ֥י רְוָיָֽה
PSA,23,6,019_PSA_023_006,green,clean,green:clean: No lint findings.,"Quả thật, sự lành và sự thương xót sẽ theo tôi mọi ngày trong đời sống tôi; tôi sẽ ở trong nhà Đức Giê-hô-va cho đến lâu dài.","Quả thật, trọn đời tôi Phước hạnh và sự thương xót sẽ theo tôi; Tôi sẽ ở trong nhà Đức Giê-hô-va Cho đến lâu dài.",אַ֤ךְ ט֤וֹב וָחֶ֣סֶד יִ֭רְדְּפוּנִי כָּל יְמֵ֣י חַיָּ֑י וְשַׁבְתִּ֥י בְּבֵית יְ֝הוָ֗ה לְאֹ֣רֶךְ יָמִֽים
PSA,51,1,019_PSA_051_001,green,clean,green:clean: No lint findings.,"Đức Chúa Trời ôi, xin thương xót tôi theo sự nhân từ của Ngài; theo sự thương xót rất lớn của Ngài, xin hãy xóa các sự vi phạm tôi.",Đức Chúa Trời ôi! xin hãy thương xót tôi tùy lòng nhân từ của Chúa; Xin hãy xóa các sự vi phạm tôi theo sự từ bi rất lớn của Chúa.,לַמְנַצֵּ֗חַ מִזְמ֥וֹר לְדָוִֽד חָנֵּ֣נִי אֱלֹהִ֣ים כְּחַסְדֶּ֑ךָ כְּרֹ֥ב רַ֝חֲמֶ֗יךָ מְחֵ֣ה פְשָׁעָֽי
PSA,51,2,019_PSA_051_002,green,clean,green:clean: No lint findings.,"Xin hãy rửa tôi cho sạch khỏi tội ác tôi, và làm tôi được trong sạch về tội lỗi tôi.","Xin hãy rửa tôi cho sạch hết trọi gian ác, Và làm tôi được thanh khiết về tội lỗi tôi.",בְּֽבוֹא אֵ֭לָיו נָתָ֣ן הַנָּבִ֑יא כַּֽאֲשֶׁר בָּ֝֗א אֶל בַּת שָֽׁבַע הרבה כַּבְּסֵ֣נִי מֵעֲוֺנִ֑י וּֽמֵחַטָּאתִ֥י טַהֲרֵֽנִי
PSA,51,3,019_PSA_051_003,green,clean,green:clean: No lint findings.,"Vì tôi biết các sự phạm tội tôi, và tội lỗi tôi luôn ở trước mặt tôi.","Vì tôi nhận biết các sự vi phạm tôi, Tội lỗi tôi hằng ở trước mặt tôi.",כִּֽי פְ֭שָׁעַי אֲנִ֣י אֵדָ֑ע וְחַטָּאתִ֖י נֶגְדִּ֣י תָמִֽיד
PSA,51,4,019_PSA_051_004,green,clean,green:clean: No lint findings.,"Chỉ cùng một mình Chúa tôi đã phạm tội, và làm điều ác trước mặt Ngài, để khi Ngài phán, Ngài được xưng công bình, khi xét đoán, Ngài được tỏ ra thanh sạch.","Tôi đã phạm tội cùng Chúa, chỉ cùng một mình Chúa thôi, Và làm điều ác trước mặt Chúa; Hầu cho Chúa được xưng công bình khi Chúa phán, Và được thanh sạch khi Chúa xét đoán.",לְךָ֤ לְבַדְּךָ֨ חָטָאתִי֮ וְהָרַ֥ע בְּעֵינֶ֗יךָ עָ֫שִׂ֥יתִי לְ֭מַעַן תִּצְדַּ֥ק בְּדָבְרֶ֗ךָ תִּזְכֶּ֥ה בְשָׁפְטֶֽךָ
PSA,51,5,019_PSA_051_005,green,clean,green:clean: No lint findings.,"Kìa, tôi đã được sinh ra trong tội ác, và trong tội lỗi mẹ tôi đã mang thai tôi.","Kìa, tôi sanh ra trong sự gian ác, Mẹ tôi đã hoài thai tôi trong tội lỗi.",הֵן בְּעָו֥וֹן חוֹלָ֑לְתִּי וּ֝בְחֵ֗טְא יֶֽחֱמַ֥תְנִי אִמִּֽי
PSA,51,6,019_PSA_051_006,green,clean,green:clean: No lint findings.,"Kìa, Ngài ưa sự thật nơi lòng sâu kín; nơi kín nhiệm, Ngài sẽ dạy tôi sự khôn ngoan.","Nầy, Chúa muốn sự chân thật nơi bề trong; Chúa sẽ làm cho tôi được biết sự khôn ngoan trong nơi bí mật của lòng tôi.",הֵן אֱ֭מֶת חָפַ֣צְתָּ בַטֻּח֑וֹת וּ֝בְסָתֻ֗ם חָכְמָ֥ה תוֹדִיעֵֽנִי
PSA,51,7,019_PSA_051_007,green,clean,green:clean: No lint findings.,"Xin hãy lấy cây hương thảo mà tẩy sạch tôi, thì tôi sẽ được trong sạch; xin hãy rửa tôi, thì tôi sẽ nên trắng hơn tuyết.","Xin hãy lấy chùm kinh giới tẩy sạch tội lỗi tôi, thì tôi sẽ được tinh sạch; Cầu Chúa hãy rửa tôi, thì tôi sẽ nên trắng hơn tuyết,",תְּחַטְּאֵ֣נִי בְאֵז֣וֹב וְאֶטְהָ֑ר תְּ֝כַבְּסֵ֗נִי וּמִשֶּׁ֥לֶג אַלְבִּֽין
PSA,51,8,019_PSA_051_008,green,clean,green:clean: No lint findings.,"Xin cho tôi được nghe sự vui mừng hớn hở, hầu các xương cốt mà Ngài đã bẻ gãy được vui mừng.","Hãy cho tôi nghe sự vui vẻ mừng rỡ, Để các xương cốt mà Chúa đã bẻ gãy được khoái lạc.",תַּ֭שְׁמִיעֵנִי שָׂשׂ֣וֹן וְשִׂמְחָ֑ה תָּ֝גֵ֗לְנָה עֲצָמ֥וֹת דִּכִּֽיתָ
PSA,51,9,019_PSA_051_009,green,clean,green:clean: No lint findings.,"Xin Ngài che khuất mặt Ngài khỏi các tội lỗi tôi, và xóa sạch mọi sự gian ác tôi.","Xin Chúa ngảnh mặt khỏi các tội lỗi tôi, Và xóa hết thảy sự gian ác tôi.",הַסְתֵּ֣ר פָּ֭נֶיךָ מֵחֲטָאָ֑י וְֽכָל עֲוֺ֖נֹתַ֣י מְחֵֽה
PSA,51,10,019_PSA_051_010,green,clean,green:clean: No lint findings.,"Đức Chúa Trời ôi, xin tạo nên trong tôi một lòng trong sạch, và làm mới lại trong tôi một tâm linh ngay thẳng.","Đức Chúa Trời ôi! xin hãy dựng nên trong tôi một lòng trong sạch, Và làm cho mới lại trong tôi một thần linh ngay thẳng.",לֵ֣ב טָ֭הוֹר בְּרָא לִ֣י אֱלֹהִ֑ים וְר֥וּחַ נָ֝כ֗וֹן חַדֵּ֥שׁ בְּקִרְבִּֽי
PSA,51,11,019_PSA_051_011,green,clean,green:clean: No lint findings.,"Xin đừng đuổi tôi ra khỏi trước mặt Chúa, và xin chớ cất Thánh Linh Ngài khỏi tôi.","Xin chớ từ bỏ tôi khỏi trước mặt Chúa, Cũng đừng cất khỏi tôi Thánh Linh Chúa.",אַל תַּשְׁלִיכֵ֥נִי מִלְּפָנֶ֑יךָ וְר֥וּחַ קָ֝דְשְׁךָ֗ אַל תִּקַּ֥ח מִמֶּֽנִּי
PSA,51,12,019_PSA_051_012,green,clean,green:clean: No lint findings.,"Xin hãy phục hồi cho tôi niềm vui về sự cứu rỗi của Chúa, và dùng thần linh sẵn lòng mà nâng đỡ tôi.","Xin hãy ban lại cho tôi sự vui vẻ về sự cứu rỗi của Chúa, Dùng thần linh sẵn lòng mà nâng đỡ tôi.",הָשִׁ֣יבָה לִּ֭י שְׂשׂ֣וֹן יִשְׁעֶ֑ךָ וְר֖וּחַ נְדִיבָ֣ה תִסְמְכֵֽנִי
PSA,51,13,019_PSA_051_013,green,clean,green:clean: No lint findings.,"Tôi sẽ dạy kẻ phạm tội đường lối Ngài, và kẻ có tội sẽ trở lại cùng Ngài.","Bấy giờ tôi sẽ dạy đường lối Chúa cho kẻ vi phạm, Và kẻ có tội sẽ trở về cùng Chúa.",אֲלַמְּדָ֣ה פֹשְׁעִ֣ים דְּרָכֶ֑יךָ וְ֝חַטָּאִ֗ים אֵלֶ֥יךָ יָשֽׁוּבוּ
PSA,51,14,019_PSA_051_014,green,clean,green:clean: No lint findings.,"Lạy Đức Chúa Trời, là Đức Chúa Trời về sự cứu rỗi tôi, xin giải cứu tôi khỏi tội đổ huyết; thì lưỡi tôi sẽ reo lên ca ngợi sự công bình của Ngài.","Hỡi Đức Chúa Trời, là Đức Chúa Trời về sự cứu rỗi tôi, Xin giải tôi khỏi tội làm đổ huyết, Thì lưỡi tôi sẽ hát ngợi khen sự công bình của Chúa.",הַצִּ֘ילֵ֤נִי מִדָּמִ֨ים אֱֽלֹהִ֗ים אֱלֹהֵ֥י תְּשׁוּעָתִ֑י תְּרַנֵּ֥ן לְ֝שׁוֹנִ֗י צִדְקָתֶֽךָ
PSA,51,15,019_PSA_051_015,green,clean,green:clean: No lint findings.,"Lạy Chúa, xin mở môi con, rồi miệng con sẽ rao ra sự ngợi khen Ngài.","Chúa ơn, xin mở môi tôi, Rồi miệng tôi sẽ truyền ra sự ngợi khen Chúa.",אֲ֭דֹנָי שְׂפָתַ֣י תִּפְתָּ֑ח וּ֝פִ֗י יַגִּ֥יד תְּהִלָּתֶֽךָ
PSA,51,16,019_PSA_051_016,green,clean,green:clean: No lint findings.,"Vì Chúa không vừa lòng nơi của lễ, bằng không, tôi chắc đã dâng; của lễ thiêu Ngài cũng không ưa thích.","Vì Chúa không ưa thích của lễ, bằng vậy, tôi chắc đã dâng; Của lễ thiêu cũng không đẹp lòng Chúa:",כִּ֤י לֹא תַחְפֹּ֣ץ זֶ֣בַח וְאֶתֵּ֑נָה ע֝וֹלָ֗ה לֹ֣א תִרְצֶֽה
PSA,51,17,019_PSA_051_017,green,clean,green:clean: No lint findings.,"Của lễ dâng Đức Chúa Trời là tâm linh đau thương; lòng đau thương và thống hối, Đức Chúa Trời ôi, Ngài không khinh dể.","Của lễ đẹp lòng Đức Chúa Trời, ấy là tâm thần đau thương: Đức Chúa Trời ôi! lòng đau thương thống hối Chúa không khinh dể đâu.",זִֽבְחֵ֣י אֱלֹהִים֮ ר֪וּחַ נִשְׁבָּ֫רָ֥ה לֵב נִשְׁבָּ֥ר וְנִדְכֶּ֑ה אֱ֝לֹהִ֗ים לֹ֣א תִבְזֶֽה
PSA,51,18,019_PSA_051_018,green,clean,green:clean: No lint findings.,Cầu xin Chúa làm lành cho Si-ôn tùy theo ý tốt Ngài; xin xây lại các vách thành Giê-ru-sa-lem.,Cầu xin Chúa hãy làm lành cho Si-ôn tùy ý tốt Ngài; Hãy xây cất các vách tường của Giê-ru-sa-lem.,הֵיטִ֣יבָה בִ֭רְצוֹנְךָ אֶת צִיּ֑וֹן תִּ֝בְנֶ֗ה חוֹמ֥וֹת יְרוּשָׁלִָֽם
PSA,51,19,019_PSA_051_019,green,clean,green:clean: No lint findings.,"Bấy giờ Chúa sẽ ưa thích các của lễ công bình, của lễ thiêu và của lễ toàn thiêu trọn vẹn; bấy giờ người ta sẽ dâng bò đực trên bàn thờ Ngài.","Bấy giờ Chúa sẽ ưa thích các của lễ công bình, Của lễ thiêu, và các con sinh dâng trọn; Bấy giờ người ta sẽ dâng bò đực trên bàn thờ của Chúa.",אָ֤ז תַּחְפֹּ֣ץ זִבְחֵי צֶ֭דֶק עוֹלָ֣ה וְכָלִ֑יל אָ֤ז יַעֲל֖וּ עַל מִזְבַּחֲךָ֣ פָרִֽים
JOB,1,1,018_JOB_001_001,green,clean,green:clean: No lint findings.,"Có một người ở trong xứ U-xơ, tên là Gióp; ấy là một người trọn vẹn, ngay thẳng, kính sợ Đức Chúa Trời và lánh khỏi điều ác.","Tại trong xứ Uùt-xơ có một người tên là Gióp; người ấy vốn trọn vẹn và ngay thẳng; kính sợ Đức Chúa Trời, và lánh khỏi điều ác.",אִ֛ישׁ הָיָ֥ה בְאֶֽרֶץ ע֖וּץ אִיּ֣וֹב שְׁמ֑וֹ וְהָיָ֣ה הָאִ֣ישׁ הַה֗וּא תָּ֧ם וְיָשָׁ֛ר וִירֵ֥א אֱלֹהִ֖ים וְסָ֥ר מֵרָֽע
JOB,1,2,018_JOB_001_002,green,clean,green:clean: No lint findings.,Người sinh được bảy con trai và ba con gái.,Người sanh được bảy con trai và ba con gái;,וַיִּוָּ֥לְדוּ ל֛וֹ שִׁבְעָ֥ה בָנִ֖ים וְשָׁל֥וֹשׁ בָּנֽוֹת
JOB,1,3,018_JOB_001_003,green,clean,green:clean: No lint findings.,"Người có bảy ngàn chiên, ba ngàn lạc đà, năm trăm cặp bò, năm trăm cặp lừa cái, và tôi mọi rất đông; người ấy là người lớn hơn hết trong các con cái phương Đông.","có bảy ngàn chiên, ba ngàn lạc đà, năm trăm đôi bò, năm trăm lừa cái, và tôi tớ rất nhiều; người ấy lớn hơn hết trong cả dân Đông phương.",וַיְהִ֣י מִ֠קְנֵהוּ שִֽׁבְעַ֨ת אַלְפֵי צֹ֜אן וּשְׁלֹ֧שֶׁת אַלְפֵ֣י גְמַלִּ֗ים וַחֲמֵ֨שׁ מֵא֤וֹת צֶֽמֶד בָּקָר֙ וַחֲמֵ֣שׁ מֵא֣וֹת אֲתוֹנ֔וֹת וַעֲבֻדָּ֖ה רַבָּ֣ה מְאֹ֑ד וַיְהִי֙ הָאִ֣ישׁ הַה֔וּא גָּד֖וֹל מִכָּל בְּנֵי קֶֽדֶם
JOB,1,4,018_JOB_001_004,green,clean,green:clean: No lint findings.,"Các con trai người đi dự tiệc, mỗi người thay phiên nhau đãi tiệc trong nhà mình; rồi sai mời ba chị em gái mình đến ăn và uống cùng mình.","Các con trai người hay đi dự tiệc, đãi thay phiên nhau trong nhà của mỗi người; và sai mời ba chị em gái mình ăn uống chung với mình.",וְהָלְכ֤וּ בָנָיו֙ וְעָשׂ֣וּ מִשְׁתֶּ֔ה בֵּ֖ית אִ֣ישׁ יוֹמ֑וֹ וְשָׁלְח֗וּ וְקָרְאוּ֙ לִשְׁלֹ֣שֶׁת אחיתיהם לֶאֱכֹ֥ל וְלִשְׁתּ֖וֹת עִמָּהֶֽם
JOB,1,5,018_JOB_001_005,green,clean,green:clean: No lint findings.,"Khi các ngày yến tiệc đã trọn, Gióp sai người đi thánh hóa các con mình, rồi thức dậy sớm vào buổi sáng, dâng các của lễ thiêu theo số của từng người; vì Gióp nói rằng: “Có lẽ các con ta đã phạm tội và nguyền rủa Đức Chúa Trời trong lòng mình.” Gióp thường làm như vậy.","Xảy khi các ngày yến tiệc xong rồi, Gióp sai người đi dọn các con cái mình cho thanh sạch, thức dậy sớm, dâng của lễ thiêu tùy số chúng nó; vì người nói rằng: Dễ thường các con ta có phạm tội, và trong lòng từ chối Đức Chúa Trời chăng. Gióp hằng làm như vậy.",וַיְהִ֡י כִּ֣י הִקִּיפֽוּ֩ יְמֵ֨י הַמִּשְׁתֶּ֜ה וַיִּשְׁלַ֧ח אִיּ֣וֹב וַֽיְקַדְּשֵׁ֗ם וְהִשְׁכִּ֣ים בַּבֹּקֶר֮ וְהֶעֱלָ֣ה עֹלוֹת֮ מִסְפַּ֣ר כֻּלָּם֒ כִּ֚י אָמַ֣ר אִיּ֔וֹב אוּלַי֙ חָטְא֣וּ בָנַ֔י וּבֵרֲכ֥וּ אֱלֹהִ֖ים בִּלְבָבָ֑ם כָּ֛כָה יַעֲשֶׂ֥ה אִיּ֖וֹב כָּל הַיָּמִֽים
JOB,1,6,018_JOB_001_006,green,clean,green:clean: No lint findings.,"Một ngày kia, các con trai của Đức Chúa Trời đến đứng trước mặt Đức Giê-hô-va, và Sa-tan cũng đến giữa họ.","Vả, một ngày kia các con trai của Đức Chúa Trời đến ra mắt Đức Giê-hô-va, và Sa-tan cũng đến trong vòng chúng.",וַיְהִ֣י הַיּ֔וֹם וַיָּבֹ֨אוּ֙ בְּנֵ֣י הָאֱלֹהִ֔ים לְהִתְיַצֵּ֖ב עַל יְהוָ֑ה וַיָּב֥וֹא גַֽם הַשָּׂטָ֖ן בְּתוֹכָֽם
JOB,1,7,018_JOB_001_007,green,clean,green:clean: No lint findings.,Đức Giê-hô-va phán cùng Sa-tan rằng: Ngươi từ đâu đến? Sa-tan thưa cùng Đức Giê-hô-va rằng: Tôi đã đi rảo khắp đất và đi dạo trên nó.,Đức Giê-hô-va phán hỏi Sa-tan rằng: Ngươi ở đâu đến? Sa-tan thưa với Đức Giê-hô-va rằng: Tôi trải qua đây đó trên đất và dạo chơi tại nơi nó.,וַיֹּ֧אמֶר יְהוָ֛ה אֶל הַשָּׂטָ֖ן מֵאַ֣יִן תָּבֹ֑א וַיַּ֨עַן הַשָּׂטָ֤ן אֶת יְהוָה֙ וַיֹּאמַ֔ר מִשּׁ֣וּט בָּאָ֔רֶץ וּמֵֽהִתְהַלֵּ֖ךְ בָּֽהּ
JOB,1,8,018_JOB_001_008,green,clean,green:clean: No lint findings.,"Đức Giê-hô-va phán cùng Sa-tan rằng: Ngươi có để lòng vào tôi tớ ta là Gióp chăng? Vì nơi đất không ai giống như người, một người trọn vẹn và ngay thẳng, kính sợ Đức Chúa Trời và lánh khỏi điều ác.","Đức Giê-hô-va lại hỏi Sa-tan rằng: Ngươi có nhìn thấy Gióp, tôi tớ của ta chăng; nơi thế gian chẳng có người nào giống như nó, vốn trọn vẹn và ngay thẳng, kính sợ Đức Chúa Trời, và lánh khỏi điều ác?",וַיֹּ֤אמֶר יְהוָה֙ אֶל הַשָּׂטָ֔ן הֲשַׂ֥מְתָּ לִבְּךָ֖ עַל עַבְדִּ֣י אִיּ֑וֹב כִּ֣י אֵ֤ין כָּמֹ֨הוּ֙ בָּאָ֔רֶץ אִ֣ישׁ תָּ֧ם וְיָשָׁ֛ר יְרֵ֥א אֱלֹהִ֖ים וְסָ֥ר מֵרָֽע
JOB,1,9,018_JOB_001_009,green,clean,green:clean: No lint findings.,Sa-tan đáp cùng Đức Giê-hô-va rằng: Gióp há kính sợ Đức Chúa Trời cách vô cớ sao?,Sa-tan thưa với Đức Giê-hô-va rằng: Gióp há kính sợ Đức Chúa Trời luống công sao?,וַיַּ֧עַן הַשָּׂטָ֛ן אֶת יְהוָ֖ה וַיֹּאמַ֑ר הַֽחִנָּ֔ם יָרֵ֥א אִיּ֖וֹב אֱלֹהִֽים
JOB,1,10,018_JOB_001_010,green,clean,green:clean: No lint findings.,"Chúa há chẳng dựng hàng rào che chở người ấy, nhà người ấy, và mọi vật thuộc về người ấy ở bốn phía sao? Chúa đã ban phước cho công việc của tay người ấy, và gia súc người ấy sinh sôi nảy nở trên đất.","Chúa há chẳng dựng hàng rào binh vực ở bốn phía người, nhà người, và mọi vật thuộc về người sao? Chúa đã ban phước cho công việc của tay người và làm cho của cải người thêm nhiều trên đất.",הֲלֹֽא את שַׂ֣כְתָּ בַעֲד֧וֹ וּבְעַד בֵּית֛וֹ וּבְעַ֥ד כָּל אֲשֶׁר ל֖וֹ מִסָּבִ֑יב מַעֲשֵׂ֤ה יָדָיו֙ בֵּרַ֔כְתָּ וּמִקְנֵ֖הוּ פָּרַ֥ץ בָּאָֽרֶץ
JOB,1,11,018_JOB_001_011,green,clean,green:clean: No lint findings.,"Nhưng bây giờ xin hãy giơ tay Ngài ra, đụng đến tất cả những gì người có; hẳn là người sẽ nguyền rủa Ngài trước mặt Ngài.","Nhưng bây giờ hãy giơ tay Chúa ra, đụng đến hại các vật người có, ắt là người sẽ phỉ báng Chúa trước mặt.",וְאוּלָם֙ שְֽׁלַֽח נָ֣א יָֽדְךָ֔ וְגַ֖ע בְּכָל אֲשֶׁר ל֑וֹ אִם לֹ֥א עַל פָּנֶ֖יךָ יְבָרֲכֶֽךָּ
JOB,1,12,018_JOB_001_012,green,clean,green:clean: No lint findings.,"Đức Giê-hô-va phán cùng Sa-tan: Kìa, mọi vật Gióp có đều phó trong tay ngươi; nhưng chớ tra tay vào mình người. Sa-tan bèn lui ra khỏi mặt Đức Giê-hô-va.","Đức Giê-hô-va phán với Sa-tan rằng: Nầy, các vật người có đều phó trong tay ngươi; nhưng chớ tra tay vào mình nó. Sa-tan bèn lui ra khỏi mặt Đức Giê-hô-va.",וַיֹּ֨אמֶר יְהוָ֜ה אֶל הַשָּׂטָ֗ן הִנֵּ֤ה כָל אֲשֶׁר לוֹ֙ בְּיָדֶ֔ךָ רַ֣ק אֵלָ֔יו אַל תִּשְׁלַ֖ח יָדֶ֑ךָ וַיֵּצֵא֙ הַשָּׂטָ֔ן מֵעִ֖ם פְּנֵ֥י יְהוָֽה
JOB,1,13,018_JOB_001_013,green,clean,green:clean: No lint findings.,"Một ngày kia, các con trai và con gái người đang ăn và uống rượu trong nhà người anh cả của chúng.","Xảy một ngày kia, khi các con trai và con gái người đang ăn và uống rượu trong nhà anh cả chúng nó,",וַיְהִ֖י הַיּ֑וֹם וּבָנָ֨יו וּבְנֹתָ֤יו אֹֽכְלִים֙ וְשֹׁתִ֣ים יַ֔יִן בְּבֵ֖ית אֲחִיהֶ֥ם הַבְּכֽוֹר
