book,chapter,verse,issues
2CH,9,13,"mistranslation: The Hebrew 'כִּכְּרֵי זָהָב' means 'talents of gold' (a unit of weight), but the Chinese renders it as '六百六十六塊餅金子' ('six hundred sixty-six pieces/cakes of gold'), which changes the meaning from a weight measure to a count of items."
2CH,9,19,"addition: The Chinese adds '寶座' (throne) which is not present in the Hebrew text; the Hebrew only says 'such was not done for any kingdom' (לֹא נַעֲשָׂה כֵן לְכָל מַמְלָכָה), without specifying 'throne'."
2CH,9,25,"mistranslation: Hebrew 'אֻרְיוֹת סוּסִים' means 'stalls of horses' (stalls for horses), not '馬槽' (mangers/troughs). The Chinese rendering '四千馬槽' (four thousand mangers) misrepresents the meaning; it should be '四千馬廄' or similar for horse stalls."
2CH,9,29,"name_swap: The Hebrew has 'יֶעְדִּי הַחֹזֶה' (Yeedi the seer), but the Chinese renders it as '以底亞人' (the Yediah people/person of Yediah), which appears to be a mistranslation of the proper name 'יֶעְדִּי' as a gentilic or place name rather than a personal name. The Hebrew name is 'יֶעְדִּי' (Yeedi), not '以底亞' (Yediah), and it should be rendered as a personal name, e.g., '耶迪' or similar, not as '以底亞人'."
2CH,13,2,"name_swap: The Hebrew name אֲבִיָּה (Abijah) is rendered as 亞比亞, but the standard Chinese rendering for this king is 亞比雅. However, the more significant issue is that the Hebrew text says he reigned three years (שָׁלוֹשׁ שָׁנִים), which is correctly rendered as 三年. The name 亞比亞 is a minor transliteration difference, not a factual error. The main issue is the rendering of גִּבְעָה as 小山丘人 (hill person), which is a place name (Gibeah) and should be transliterated as 基比亞, not translated as a common noun. This changes the proper name into a descriptive term, which is a name_swap/mistranslation."
2CH,13,3,"name_swap: The Hebrew name is אֲבִיָּה (Abijah), but the Chinese renders it as 亞比亞 (Yàbǐyà), which is a different name (Abia/Abijah vs. Abia). The standard Chinese rendering for Abijah is 亞比雅, not 亞比亞.; mistranslation: The Hebrew says אַרְבַּע מֵאוֹת אֶלֶף (four hundred thousand), but the Chinese says 四百萬 (four million). Similarly, שְׁמוֹנֶה מֵאוֹת אֶלֶף (eight hundred thousand) is rendered as 八百萬 (eight million). The numbers are inflated by a factor of ten."
2CH,13,12,"mistranslation: Hebrew 'בָרֹאשׁ הָאֱלֹהִים' means 'God is at the head/with us at the head' (i.e., God is leading us), but the Chinese renders it as '我們有神的頭' ('we have God's head'), which misrepresents the meaning—it sounds like they possess God's head rather than God being at their head/forefront."
2CH,13,20,"mistranslation: The Hebrew 'וְלֹֽא עָצַ֧ר כֹּֽחַ יָרָבְעָ֛ם ע֖וֹד' means 'Jeroboam did not regain strength again' (i.e., he did not recover power), but the Chinese says '耶羅波安的能力...沒有再受限制' ('Jeroboam's power was no longer restricted'), which reverses the meaning: the Hebrew states his strength did not return, while the Chinese implies his power was no longer limited."
2CH,15,11,"mistranslation: Hebrew 'בָּקָר' means 'cattle/oxen' (specifically herd animals), not generic '牲畜' (livestock). The Chinese '七百牲畜' (seven hundred livestock) loses the specific distinction between cattle and sheep that the Hebrew makes."
2CH,15,18,"mistranslation: The Hebrew 'וְקָֽדָשָׁיו' (his own sacred things) is rendered as '聖潔者' (holy ones/persons), which changes the meaning from objects to persons. The phrase should be 'his own sacred things' or 'his own holy gifts'."
2CH,17,12,"name_swap: The Hebrew 'בִּירָנִיּוֹת' (biranot, meaning 'fortresses' or 'citadels') is transliterated as '巴蘭尼特城' (Balanite city), which is not a proper name in the Hebrew text. This introduces a name that does not exist in the original, changing the meaning from 'fortresses' to a specific named city."
2CH,18,15,"mistranslation: The Hebrew has the king saying 'I adjure you' (מַשְׁבִּיעֶךָ) — the king is making the prophet swear, not the king swearing by the LORD's name. The Chinese '我指著耶和華的名，要讓你幾次起誓' reverses the subject/object: it makes the king swear and the prophet be caused to swear, whereas the Hebrew has the king adjuring the prophet. The correct sense is 'How many times must I adjure you that you speak to me only the truth in the name of the LORD?'"
2CH,18,25,"mistranslation: The Hebrew 'אָמוֹן שַׂר הָעִיר' means 'Amon, the governor of the city' — 'Amon' is a personal name (the city official). The Chinese renders it as '亞捫人' ('the Ammonite'), which misidentifies the personal name as an ethnic designation, changing the meaning."
2CH,19,11,"name_swap: The Hebrew says זְבַדְיָ֨הוּ בֶן יִשְׁמָעֵ֜אל (Zebadiah son of Ishmael), but the Chinese renders it as '撒巴底雅兒子以實瑪利的官長' which reads as 'Zebadiah son of Ishmael's official' — this is ambiguous and could be misread as 'Ishmael's official' rather than 'Zebadiah son of Ishmael'. The proper name relationship is reversed/obscured, potentially changing who is the official."
2CH,20,6,"mistranslation: The Hebrew 'אֱלֹהֵ֤י אֲבֹתֵ֨ינוּ֙' means 'God of our fathers' (plural 'fathers'), but the Chinese renders it as '我們父的神' ('God of our father'), changing the plural 'fathers' to singular 'father'."
2CH,20,11,"mistranslation: The Hebrew verb גֹּמְלִים (from גמל) here means 'repay/recompense' (often negatively, i.e., 'repay evil'), not 'show kindness/grace' (施恩). The Chinese rendering '施恩' (show favor) reverses the meaning; the context is that they are repaying evil, not showing kindness."
2CH,20,31,"name_swap: The Hebrew name עֲזוּבָה (Azubah) is rendered as 亞述巴人, which appears to be a different name (possibly conflating Assyria/亞述). The correct transliteration should be 亞蘇巴 or similar."
2CH,20,35,"addition: The Chinese adds '耶和華眼中' (in the eyes of Yahweh), which is not present in the Hebrew. The Hebrew simply says 'he did evil' (הוּא הִרְשִׁיעַ לַעֲשׂוֹת), without specifying 'in the eyes of Yahweh'."
2CH,22,11,"name_swap: The Hebrew name יְהוֹשַׁבְעַת (Jehosheba) is rendered as 耶洗別亞大, which mixes the name of Jezebel (耶洗別) with an extra element. The correct transliteration should be 約示巴 or 耶何示巴.; name_swap: The Hebrew name עֲתַלְיָהוּ (Athaliah) is rendered as 亞大利雅, which is a plausible transliteration but the standard Chinese rendering is 亞他利雅; however, the more significant issue is the confusion with the first name.; addition: The Chinese adds '約蘭的女兒' (daughter of Jehoram) which is not present in the Hebrew text; the Hebrew only says 'daughter of the king' (בַּת הַמֶּלֶךְ) and later 'daughter of the king Jehoram' (בַּת הַמֶּלֶךְ יְהוֹרָם) — the addition of '約蘭的女兒' in the first clause is an extra identification not in the Hebrew at that point."
2CH,23,4,"mistranslation: The Hebrew says the third part (三分之一) of those entering on the Sabbath are 'for the priests and the Levites, for the gatekeepers of the thresholds' (לַכֹּהֲנִים וְלַלְוִיִּם לְשֹׁעֲרֵי הַסִּפִּים), i.e., assigned to the priests, Levites, and gatekeepers. The Chinese adds '要把守門口' (shall guard the gate), which is not in the Hebrew, and rephrases the assignment as guarding the gate for the priests and Levites, changing the meaning."
2CH,24,7,"name_swap: The Hebrew has 'עֲתַלְיָהוּ' (Athaliah), but the Chinese renders it as '亞大利雅' (Yàdàlìyǎ), which is a different transliteration. The standard Chinese rendering for Athaliah is '亞她利雅' or '亞他利雅', not '亞大利雅'. This is a name swap/transliteration error."
2CH,25,17,"name_swap: The Hebrew says Joash is the son of Jehoahaz, son of Jehu. The Chinese renders '約雅敬的兒子' (son of Jehoiakim), which is a different name (Jehoiakim) not present in the Hebrew. It should be '約哈斯的兒子' (son of Jehoahaz)."
2CH,25,21,"name_swap: The Hebrew place name is בֵּית שֶׁמֶשׁ (Beth-shemesh), but the Chinese renders it as 別是梅沙, which appears to conflate or swap it with 別是巴 (Beersheba). The correct transliteration should be 伯示麥 or 貝特謝梅什."
2CH,25,25,"name_swap: The Hebrew says 'Joash son of Jehoahaz king of Israel' (יוֹאָשׁ בֶּן יְהוֹאָחָז מֶלֶךְ יִשְׂרָאֵל), but the Chinese renders it as '以色列王約雅敬的兒子約阿施' (Joash son of Jehoiakim king of Israel). The name 'Jehoahaz' (יְהוֹאָחָז) has been replaced with 'Jehoiakim' (約雅敬), which is a different person and changes the identity of the Israelite king's father."
2CH,26,3,"mistranslation: Hebrew says Uzziah was 16 years old (שֵׁשׁ עֶשְׂרֵה שָׁנָה) when he began to reign, but Chinese says 十二歲 (12 years old)."
2CH,26,11,"name_swap: The Hebrew has 'מַעֲשֵׂיָהוּ' (Maaseiah) as the second officer, but the Chinese renders it as '瑪西雅' (Ma Xiya), which is a different name. The correct transliteration should be '瑪西雅' or '瑪西雅'? Actually 'מַעֲשֵׂיָהוּ' is Maaseiah, and '瑪西雅' is a plausible transliteration, so this may be acceptable. However, the Hebrew 'יְעוּאֵל' (Jeuel) is rendered '耶結耳' (Ye Jie Er), which is a different name; the correct is '耶烏爾' or '耶烏以勒'. This is a name swap."
2CH,26,22,"mistranslation: The Hebrew 'בֶן אָמוֹץ' means 'son of Amoz' (a personal name), but the Chinese renders it as '亞摩斯城的兒子' ('son of the city of Amoz'), incorrectly treating 'Amoz' as a place name rather than a personal name."
2CH,27,3,"mistranslation: The Hebrew 'בְּחוֹמַת הָעֹפֶל' means 'in the wall of the Ophel' (a specific location, the Ophel hill/fortification), but the Chinese renders it as '城邑的城牆' (the city wall of the city), which loses the proper name 'Ophel' and changes the meaning to a generic city wall."
2CH,27,5,mistranslation: 「一百塊銀子的餅」應為「一百他連得銀子」；「餅」是對「כִּכַּר」（他連得，重量單位）的誤譯，可能使讀者誤解為銀餅。
2CH,28,6,"mistranslation: The Hebrew 'מֵאָה וְעֶשְׂרִים אֶלֶף' means 'one hundred and twenty thousand' (120,000), but the Chinese renders it as '一百二萬人' which means 'one million two hundred thousand' (1,200,000). The number is incorrect."
2CH,28,8,"mistranslation: The Hebrew says מָאתַיִם אֶלֶף (200,000), but the Chinese renders it as 二萬 (20,000), which is a numerical error."
2CH,28,12,"mistranslation: The Hebrew 'בֶּרֶכְיָהוּ בֶן מְשִׁלֵּמוֹת' is a personal name 'Berechiah son of Meshillemoth', but the Chinese renders it as '米示列母的兒子耶利哥人' ('the Jerichoite son of Meshillemoth'), introducing '耶利哥人' (Jerichoite) which is not in the Hebrew and omitting the name 'Berechiah' (בֶּרֶכְיָהוּ). This changes the identity of the person."
2CH,28,18,"name_swap: The Hebrew has 'בֵּית שֶׁמֶשׁ' (Beth-shemesh), but the Chinese renders it as '別是梅沙城' which appears to be a conflation or misrendering of 'Beth-shemesh' (בית שמש) with 'Beersheba' (באר שבע). The correct rendering should be '伯示麥' or similar, not '別是梅沙'."
2CH,29,10,"mistranslation: Hebrew 'עִם לְבָבִי' means 'with my heart' (i.e., 'I have it in my heart' / 'I intend'), but Chinese '與我的心同去' adds '同去' (go together), which is not in the Hebrew and changes the sense to a physical going.; mistranslation: Hebrew 'מִמֶּנּוּ' means 'from us' (first person plural), but Chinese '向他們' means 'toward them' (third person plural), reversing the referent and changing who the anger turns away from."
2CH,31,5,"mistranslation: The Hebrew phrase 'וְכִפְרֹץ הַדָּבָר' means 'and when the matter spread' or 'and as the word spread' (referring to the proclamation about the tithe), but the Chinese renders it as '他們違背那話' ('they violated/transgressed that word'), which reverses the meaning. The Hebrew verb 'פָּרַץ' means 'to break out/spread', not 'to violate/transgress' (which would be 'פָּרַר' or 'מָרָה'). This changes the sense from the matter spreading/gaining momentum to the people disobeying, which is a substantive mistranslation."
2CH,31,13,"name_swap: The Hebrew has 'וְשִׁמְעִ֣י אָחִ֔יו' = 'and Shimei his brother', but the Chinese renders 'שִׁמְעִ֣י' as '希瑪利' (Himari?) which is not a standard transliteration of Shimei (示每/希每). This appears to be a name corruption.; mistranslation: The Hebrew phrase 'פְּקִידִ֗ים מִיַּ֤ד כונניהו וְשִׁמְעִ֣י אָחִ֔יו' means 'officers from the hand of Conaniah and Shimei his brother' — i.e., they were appointed by Conaniah and Shimei. The Chinese says '這些官長是在科納尼亞雅和他弟兄希瑪利人手下' which adds '人' (people) and renders 'his brother' as 'his brother Himari people', changing the relationship and the name. Also '奉王希西家的命令' = 'by the command of King Hezekiah' is correct for 'בְּמִפְקַד יְחִזְקִיָּהוּ הַמֶּלֶךְ', but the final clause 'וַעֲזַרְיָהוּ נְגִיד בֵּית הָאֱלֹהִים' = 'and Azariah the ruler of the house of God' is rendered as '並由亞薩利雅這位神家的官長所委派的' which adds '所委派的' (appointed by) — the Hebrew does not say Azariah appointed them; it simply lists him as another officer. This is an addition that changes the meaning."
2CH,31,14,"name_swap: The Hebrew text begins with 'וְקוֹרֵא' (and Kore), a proper name, but the Chinese renders it as '可拉' (Korah). These are different names; Kore is the person in view, not Korah."
2CH,32,9,"mistranslation: Hebrew says Sennacherib sent his servants to Jerusalem while he himself was at Lachish (וְהוּא עַל לָכִישׁ). The Chinese renders '從拉吉城門' (from the gate of Lachish), which changes the meaning: it implies the servants were sent from Lachish, whereas the Hebrew states Sennacherib was at Lachish (with all his forces) while sending servants to Jerusalem. This alters the spatial relationship and who is where."
2CH,32,20,"mistranslation: The Hebrew says 'וַיִּזְעֲקוּ הַשָּׁמָיִם' — 'they cried out to heaven' (the verb is plural, subject is Hezekiah and Isaiah). The Chinese renders '向天哀求' (begged to heaven), which is acceptable. However, the phrase '亞摩斯城的兒子' is an addition — the Hebrew has 'בֶן אָמוֹץ' meaning 'son of Amoz' (a personal name), not 'son of the city of Amoz'. This changes the meaning: Amoz is a person, not a city.; omission: The Hebrew 'עַל זֹאת' ('concerning this') is not explicitly rendered in the Chinese; the phrase '向上帝呼求' omits the referent 'this' (the matter at hand), though context may imply it. This is a minor omission but could be considered substantive."
2CH,33,8,"mistranslation: The Hebrew phrase 'אֶת רֶגֶל יִשְׂרָאֵל מֵעַל הָאֲדָמָה אֲשֶׁר הֶעֱמַדְתִּי לַאֲבֹתֵיכֶם' means 'the foot of Israel from the land which I have appointed for your fathers' — the land is appointed for the fathers, not 'from the land established by your fathers' (從你們父所立的田地). The Chinese rendering reverses the relationship: it says the land was established by the fathers, whereas the Hebrew says God appointed it for the fathers.; omission: The Hebrew 'וְהַחֻקִּים וְהַמִּשְׁפָּטִים' lists three items: 'the Torah, the statutes, and the judgments' (律法、律例、典章). The Chinese renders '律法、律法與審判' — the second item 'חֻקִּים' (statutes/律例) is omitted and replaced by a repetition of '律法' (Torah). This is a substantive omission of a distinct legal category."
2CH,33,19,"mistranslation: The Hebrew 'הָאֲשֵׁרִים' refers to Asherah poles (wooden cultic objects), not '樹林' (forests/groves). The Chinese rendering '樹林' misrepresents the meaning."
2CH,33,20,"name_swap: The Hebrew name אָמוֹן (Amon) is rendered as '亞捫人' (Ammonite), which changes the person's name to an ethnic designation. The correct rendering should be '亞捫' (Amon), not '亞捫人'."
2CH,34,4,"mistranslation: The Hebrew 'הַבְּעָלִים' (the Baals) is rendered as '主人的' (the master's), which changes the referent from the pagan deity Baal to a generic 'master'. This is a mistranslation of a proper name/divine title.; mistranslation: The Hebrew 'הַמַּסֵּכוֹת' (the molten images/cast metal idols) is rendered as '幔子' (curtains/veils), which is a different object. The Hebrew term refers to cast metal idols, not curtains."
2CH,36,15,"mistranslation: The Hebrew 'וַיִּשְׁלַח ... עֲלֵיהֶם בְּיַד מַלְאָכָיו' means 'He sent [word] to them by His messengers' (i.e., He sent prophets/messengers to them), but the Chinese '藉著自己的天使屢次伸手差遣他們' renders '祂藉著自己的天使差遣他們' — making the messengers the agents who are sent, and '他們' (them) the object of sending, which reverses the direction: in Hebrew, the messengers are the means by which YHWH sends to the people (the people are the recipients, not the ones sent). This changes who is doing what to whom.; omission: The Hebrew 'הַשְׁכֵּם וְשָׁלוֹחַ' (literally 'rising early and sending') is an emphatic idiom meaning 'sending persistently/again and again'. The Chinese '屢次伸手差遣' captures the repetition but adds '伸手' (stretch out hand) which is not in the Hebrew, and the phrase 'עֲלֵיהֶם' ('upon/against them') is not explicitly rendered; the Chinese says '差遣他們' (send them) rather than 'send to them'."
EZR,1,3,"mistranslation: The Hebrew 'מִֽי בָכֶ֣ם מִכָּל עַמּ֗וֹ' means 'Whoever among you of all his people' (i.e., 'anyone among you who belongs to his people'), but the Chinese renders it as '誰是他們中一切百姓' ('Who is among them all the people'), which misidentifies the subject and loses the sense of 'among you' and 'his people'."
EZR,2,14,"name_swap: The Hebrew proper name בִגְוָי (Bigvai) is rendered as '大衛雅人' (people of David/Yah?), which is not a transliteration of Bigvai and introduces an incorrect name/ethnic descriptor not present in the Hebrew."
EZR,2,31,"name_swap: The Hebrew phrase 'בְּנֵי עֵילָם אַחֵר' means 'the sons of Elam, another' (i.e., another Elam, a different group), but the Chinese renders '以攔人的兒子亞設爾' which introduces the name '亞設爾' (Asher?) not present in the Hebrew, and misrepresents 'אַחֵר' (another) as a personal name."
EZR,2,37,"name_swap: Hebrew 'בְּנֵי אִמֵּר' means 'sons of Immer' (a priestly family name), but Chinese renders it as '以末利的兒子' ('sons of Yimoli'), which swaps the name 'Immer' for a different name 'Yimoli' (以末利). The correct transliteration should be '音麥' or similar for 'Immer'."
EZR,2,63,"name_swap: The Hebrew name 'הַתִּרְשָׁתָא' (ha-Tirshata, the governor) is rendered as '提斯他' (Tisita), which is not a standard transliteration of 'Tirshata' and could be confused with a different name. The expected rendering would be '提斯哈他' or similar."
EZR,2,66,"mistranslation: Hebrew פִּרְדֵיהֶם means 'their mules', but Chinese renders it as '他們的驢子' (their donkeys). This is a different animal and changes the factual content."
EZR,4,1,"mistranslation: The Hebrew phrase בְּנֵי הַגּוֹלָה means 'the sons of the exile' (i.e., the returned exiles), but the Chinese renders it as '擄掠物的兒子' ('sons of the plunder/loot'), which misrepresents the meaning. 'הַגּוֹלָה' refers to the exile/captivity, not plunder."
EZR,4,2,addition: The Chinese adds '你們的神的殿' (the temple of your God) but the Hebrew only says 'we will build with you' (נִבְנֶה עִמָּכֶם) without specifying 'the temple of your God' in this clause.
EZR,4,8,"name_swap: The Hebrew has two names: רְחוּם (Rehum) and שִׁמְשַׁי (Shimshai). The Chinese renders Rehum as 利宏 (correct) but renders Shimshai as 希實米人, which is a name swap/error — 希實米人 is not a transliteration of Shimshai; it appears to be a different name or a misreading. The correct rendering should be something like 申示 or 示米賽."
EZR,4,16,"mistranslation: The Hebrew phrase 'בַּעֲבַר נַהֲרָא' means 'beyond the river' (i.e., the region across the Euphrates), but the Chinese renders it as '過河處' ('the crossing place of the river'), which changes the meaning from a region to a specific location. The correct rendering should be '大河以西' or '河的那一邊'."
EZR,4,17,"name_swap: The Hebrew has 'שִׁמְשַׁי סָפְרָא' (Shimshai the scribe), but the Chinese renders '希實米人書記官' which appears to be a different name ('希實米' is not Shimshai). This is a name swap/error.; omission: The Hebrew 'פִּתְגָמָא שְׁלַח מַלְכָּא' means 'the king sent a message/letter'; the Chinese '王發出書信' is fine, but the phrase 'עַל רְחוּם בְּעֵל טְעֵם' is 'to Rehum the commander' — the Chinese '宰相利宏' renders '利宏' for Rehum, but '宰相' (prime minister) is an addition not in the Hebrew; 'בְּעֵל טְעֵם' means 'lord of decree/commander', not '宰相'. This is an addition/mistranslation."
EZR,4,20,"mistranslation: The Hebrew phrase 'בְּכֹל עֲבַר נַהֲרָה' means 'over all the region beyond the River' (i.e., the province Beyond the River, a specific administrative region), not '在一切過河處' ('at all crossing places of the river'). The Chinese rendering misinterprets the geographic term 'עֲבַר נַהֲרָה' (Beyond the River) as a generic phrase about crossing points, changing the meaning of the verse."
EZR,4,23,"name_swap: The Hebrew has 'שִׁמְשַׁי' (Shimshai), but the Chinese renders it as '希實米人' (Hishimi?), which appears to be a different name or a corruption. The correct transliteration should be '申示' or similar for Shimshai."
EZR,5,3,"mistranslation: The Hebrew phrase 'פַּחַת עֲבַֽר נַהֲרָה' means 'governor of Beyond-the-River' (a specific official title), but the Chinese renders it as '百夫長' (centurion/commander of a hundred), which is a different concept and changes the official's title."
EZR,5,6,"mistranslation: The Hebrew phrase 'פַּחַת עֲבַֽר נַהֲרָה' means 'governor of Beyond-the-River' (a title/office), but the Chinese renders it as '過河處河的百夫長' ('centurion of the river-crossing place'), which misidentifies the office as a military rank and mistranslates the geographic name.; name_swap: The Hebrew has 'תַּתְּנַי' (Tattenai) as the sender, but the Chinese renders it as '他特乃' (a transposition of characters, effectively a different name).; name_swap: The Hebrew has 'שְׁתַר בּוֹזְנַי' (Shethar-bozenai), but the Chinese renders it as '示他博斯乃' (a transposition of '示他' and '博斯乃', effectively swapping the order of the two names).; omission: The Hebrew 'וּכְנָוָתֵהּ' means 'and their associates/colleagues', but the Chinese renders it as '及其同伴' which is acceptable; however, the Hebrew 'אֲפַרְסְכָיֵא' (the Apharsachites) is rendered as '亞法薩迦' which is a transliteration but the Hebrew also includes 'דִּי בַּעֲבַ֣ר נַהֲרָה' ('who were in Beyond-the-River') which is omitted in the Chinese."
EZR,5,11,"mistranslation: The Hebrew phrase 'דִּי אֱלָהּ שְׁמַיָּא וְאַרְעָא' means 'of the God of heaven and earth' (God of heaven and earth), but the Chinese renders it as '天穹與地底之神' (God of the sky and the underworld), which changes the meaning: 'שְׁמַיָּא' is 'heaven(s)' and 'אַרְעָא' is 'earth', not '地底' (underworld). This alters the theological claim.; mistranslation: The Hebrew 'מִקַּדְמַת דְּנָה שְׁנִין שַׂגִּיאָן' means 'from many years before this' (i.e., many years ago), but the Chinese '在前代產業多年以前' (before the inheritance of the former generation by many years) is unclear and adds '產業' (inheritance/possession) which is not in the Hebrew, and misrepresents the temporal phrase.; omission: The Hebrew 'וּכְנֵמָא פִתְגָמָא הֲתִיבוּנָא לְמֵמַר' means 'And thus they answered us, saying' — the Chinese '正如這書信所答覆的' (as answered in this letter) omits the explicit 'they answered us' and adds '這書信' (this letter) which is not in the Hebrew, changing the subject of the reply."
EZR,5,12,"mistranslation: The Hebrew 'כסדיא' (Chaldeans) is a separate noun referring to the Chaldeans, but the Chinese renders it as '迦勒底人' and attaches it to the delivery ('將迦勒底人與此家交付'), implying the Chaldeans were handed over along with the house. In the Hebrew, the phrase 'יְהַב הִמּוֹ בְּיַד נְבוּכַדְנֶצַּר מֶלֶךְ בָּבֶל כסדיא' means 'He gave them into the hand of Nebuchadnezzar king of Babylon, the Chaldean' — 'כסדיא' is an appositive describing Nebuchadnezzar (king of Babylon, the Chaldean), not a separate object of delivery. The Chinese misplaces '迦勒底人' as an object of the verb, changing who/what was handed over."
EZR,5,13,"omission: The Hebrew text states that Cyrus the king issued a decree (שָׂם טְעֵם) to rebuild this house of God, but the Chinese adds '准許' (permitted/allowed), which is an addition not present in the Hebrew. The Hebrew simply says he 'issued a decree' to rebuild, not that he 'permitted' it. This addition changes the nuance from a direct command/decree to a permission."
EZR,6,8,"mistranslation: Hebrew 'שָׂבֵי יְהוּדָיֵא' means 'elders of the Jews' (i.e., Jewish elders), but Chinese renders '猶太人長老' as 'Jewish elders' — this is acceptable. However, the phrase 'לְמִבְנֵא בֵּית אֱלָהָא דֵךְ' means 'to build that house of God' (i.e., the temple), but Chinese says '建造你們神的家' ('build the house of your God'), adding '你們' (your) which is not in the Hebrew; the Hebrew has 'that house of God' (דֵךְ = that), not 'your God'. This changes the referent from 'that God' to 'your God'.; omission: Hebrew 'וּמִנִּי' means 'and from me' (i.e., 'and I [the king] issue a decree'), but Chinese '你當出旨意' ('you should issue a decree') shifts the subject from the king (first person) to the addressee (second person). The Hebrew is the king speaking: 'And from me is set a decree' — the Chinese makes it an instruction to someone else, reversing who is doing the action.; mistranslation: Hebrew 'לְגֻבְרַיָּא אִלֵּךְ' means 'to these men' (i.e., the elders/workers), but Chinese renders '給這些勇士' ('to these warriors'), adding '勇士' (warriors) which is not in the Hebrew; the Hebrew simply says 'men' (גֻבְרַיָּא), not 'warriors'."
EZR,6,13,"mistranslation: The Hebrew phrase 'פַּחַ֧ת עֲבַֽר נַהֲרָ֛ה' means 'governor of Beyond-the-River' (a title/office), not '百夫長' (centurion/commander of a hundred). The Chinese mistranslates the title.; name_swap: The Hebrew name 'שְׁתַ֥ר בּוֹזְנַ֖י' is rendered as '示他博斯乃' in Chinese, which appears to be a garbled or swapped rendering of the name (likely confusing 'שְׁתַר' with 'תַּתְּנַי' or similar). The correct transliteration should be something like '施他波茲乃'.; omission: The Hebrew 'וּכְנָוָתְה֑וֹן' means 'and their companions/colleagues', which is rendered as '和其同伴' (and their companions) — this is actually present, so not an omission. However, the phrase 'לָקֳבֵ֗ל דִּֽי שְׁלַ֞ח דָּרְיָ֧וֶשׁ מַלְכָּ֛א כְּנֵ֖מָא אָסְפַּ֥רְנָא עֲבַֽדוּ' is translated as '因王大流士如此下令' (because King Darius so commanded), but the Hebrew says 'according to what King Darius sent, thus they did diligently' — the Chinese omits the idea of 'they did diligently' (אָסְפַּ֥רְנָא עֲבַֽדוּ) and replaces it with '下令' (commanded), which changes the subject/action: the Hebrew says they acted diligently in response to the king's sending, not that the king commanded them to do something."
EZR,6,19,"mistranslation: The Hebrew 'בְּנֵי הַגּוֹלָה' means 'sons of the exile' (i.e., the returned exiles), but the Chinese renders it as '被擄掠物的兒子' ('sons of the plundered goods'), which misidentifies the referent. The correct rendering should be '被擄歸回的人' or '被擄之人的子孫'."
EZR,7,5,"mistranslation: The Hebrew says 'Aaron the chief priest' (אַהֲרֹן הַכֹּהֵן הָרֹאשׁ), i.e., Aaron was the chief priest. The Chinese renders it as '以利亞撒是祭司長亞倫的兒子' (Eleazar was the son of Aaron the chief priest), which changes the relationship: it makes Eleazar the son of Aaron (correct) but the phrase '祭司長亞倫' (Aaron the chief priest) is fine; however, the issue is the Chinese adds '以利亞撒是' (Eleazar was) and rephrases the final clause, potentially implying that Eleazar, not Aaron, is the chief priest. The Hebrew structure is a chain: 'son of Abishua, son of Phinehas, son of Eleazar, son of Aaron the chief priest.' The Chinese should read '亞倫的兒子，祭司長' or similar, but the addition of '以利亞撒是' introduces a new subject and could mislead. This is an addition and a potential mistranslation of the apposition."
EZR,7,21,"mistranslation: The Hebrew 'וּמִנִּי אֲנָה אַרְתַּחְשַׁסְתְּא מַלְכָּא' means 'And from me, I, Artaxerxes the king' — the Chinese '我從何處得此王亞達薛西' incorrectly renders 'מִנִּי' as 'from where' (何處) and adds '得此' (obtained this), changing the meaning. It should be '我亞達薛西王' (I, King Artaxerxes)."
EZR,7,22,"mistranslation: The Hebrew 'בַּתִּין' (battin) is a unit of liquid measure (bath), not 'daughter' (בת). The Chinese renders it as '女兒' (daughter), which is a mistranslation of the measure term."
EZR,7,26,"mistranslation: The Hebrew 'לַעֲנָשׁ נִכְסִין' means 'confiscation of goods/property' (a single concept: penalty of property), but the Chinese renders it as '沒收物或財物' ('confiscated goods or property'), splitting it into two items and adding '或財物' which is not in the Hebrew. This changes the list of punishments from three (death, banishment, confiscation of property) to four (death, banishment, confiscated goods, property)."
EZR,8,5,"name_swap: The Hebrew says 'from the sons of Shecaniah, son of Jehaziel' (בֶּן יַחֲזִיאֵל), but the Chinese renders it as '示迦尼雅的兒子、亞哈細雅耳的兒子' which introduces '亞哈細雅耳' (Ahasiael?) instead of '耶哈希業' (Jehaziel). The name is mistransliterated/swapped, changing the proper name."
EZR,8,25,"mistranslation: The Hebrew 'הַהֵרִימוּ' is a finite verb (perfect, 3rd person plural) meaning 'the king, his counselors, his officials, and all Israel who were present had contributed/offered' — it describes what they did (they lifted up/offered the contribution). The Chinese renders it as an imperative wish '願...都高舉起來' ('may they all be lifted up'), which changes the meaning from a statement of fact about who gave the offering to a wish/prayer. This alters the sense of the verse."
EZR,8,27,"mistranslation: The Hebrew 'וּכְפֹרֵפֵי זָהָב עֶשְׂרִים לַאֲדַרְכֹנִים אָלֶף' means 'and twenty gold bowls (or basins) worth a thousand darics' (i.e., twenty gold basins valued at a thousand darics). The Chinese renders '二十個金子的霜' which is unclear ('frost of gold'?) and does not convey 'bowls/basins' (כְּפוֹרִים). Also 'לַאֲדַרְכֹנִים אָלֶף' is 'worth a thousand darics' (a Persian coin), but the Chinese says '價值一千個德拉克馬' (worth a thousand drachmas), swapping the currency name from darics to drachmas, which is a factual change.; name_swap: The Hebrew currency is 'אֲדַרְכֹנִים' (darics), but the Chinese uses '德拉克馬' (drachmas), a different currency, changing the historical reference."
